"text","page"
"This god cooperated with the Snake Woman in order to bring life to the human race using blood from a phallic wound in one myth. In the same myth, this god angered the Death God when he journeyed through Mictlan with his brother. That story, the legend of the Fifth Sun, named this god as the (*) ""White"" version of another god, Tezcatlipoca, who tricked this god into staring at a distorted image of himself in a mirror and commit suicide for the petty sacrifices he demanded. He left on a raft and it was believed that Hernan Cortes was this god. For 10 points, name this twin brother of Xolotl and ""Feathered Serpent"" dawn god from Aztec myth.","Quetzalcoatl"
"In one myth this god asserted his dominance over another god by forcing him to eat lettuce that then spoke from that rival's stomach. This deity won a race after painting his boat to look like (*) stone, and the protective ""eye of"" this god was known as the wedjat. This god's four sons, represented as having the heads of a human, baboon, jackal, and hawk, personified the canopic jars. This god's eyes were the sun and moon, and he had many battles with the killer of his father, Set. Pharaohs are considered the embodiment of, for 10 points, what falcon-headed Egyptian god, the son of Isis and Osiris?","Horus"
"This deity arranged for Dionysus to rape the Titaness Aura, which caused Aura to go mad and devour one of her sons. This deity tricked Otus and Ephialtes into killing each other, and before traveling to Troy, Agamemnon was forced to sacrifice his daughter Iphigenia to this deity. This goddess participated in the murder of (*) Niobe's children and this deity sent a female bear to nurse the baby Atalanta. After Actaeon saw this goddess bathing, this deity turned him into a stag and he was devoured by his own hounds. For 10 points, name this twin sister of Apollo, the Greek goddess of the hunt who swore to remain a virgin forever.","Artemis"
"This god's cult was notable for its practice of offering child sacrifices. He was an important agricultural god who brought fertility, but was also feared for his role in spreading certain diseases such as leprosy and rheumatism. Although originally married to Xochiquetzal, a fertility goddess, he married Chalchiuhtlicue after his first wife was kidnapped. Of the two shrines sitting on the Great Temple of Tenochtitlan, one was devoted to worshiping this rain god. FTP, who is this Aztec god of water who brought both life-giving rain and deadly hurricanes?","Tlaloc"
"In a drunken rampage, this goddess' brother threw a dead horse at two of her weaving handmaidens, killing them by piercing them with their looms' splinters. The brother was banished to Earth for his actions, though he later offered her the Grasscutter Sword in an attempt at reconciliation. After she retreated into the ""rock heavenly cave"" of Ame-no-Iwato, she was tricked out by Ame-no-Uzume's dancing, after which a shirukume rope was tied around the entrance to force her out and convince her to restore light to the earth. Born from Izanagi's left eye as he purified himself in a river, FTP, name the Shinto goddess of light and the sun.","Amaterasu"
"Most modern scholars identify this figure with the title character of the Harbardsljod. This figure was given a drink by Agnar and placed between two fires for eight nights at the behest of King Geirroth while in the guise of Grimnis, and in another story, he forced Vafthrudnir to admit his inferiority. His halls include Gladsheim and Valaskjalf, the latter of which contains his throne Hlidskjalf. He spent a summer working for Baugi in order to seduce Gunnlod, from whom he obtained the Mead of Suttung. With Hoenir and Lodur, he created Ask and Embla, and with his brothers Vili and Ve, he created the world from the body of Ymir. For 10 points, identify this deity who learned the runes by hanging himself from Yggdrasil while pierced by his spear Gungnir, the one-eyed chief god of Norse myth.","Odin"
"The Mudgala Purana lists eight incarnations of this deity who overcome eight demons. His other incarnations include one who slew Sindura, who was born from Brahma's yawn, and one with 10 arms who slew the demon brothers Davantaka and Narantaka. On one occasion he was appeased by a handful of rice after he threatened to eat Kubera. He won his consorts Siddhi and Buddhi by sitting down to read some scriptures during a race around the world. He allowed himself to be hit after recognizing a weapon created by his father during a confrontation with Parasu-Rama, and his refusal to budge from guarding his mother's bath resulted in his decapitation by his father. He also transcribed Vyasa's dictation of the Mahabharata. FTP name this son of Parvati and Shiva with a one-tusked elephant's head the Hindu god of wisdom.","Ganesha"
"Some of his offspring include an unnamed child of the wife of Tiwaz and two hearth goddesses named Eisa and Einmyria. He is the brother of Byleist and Helbindi and is described as ""Geirrod's visitor and casket ornament,"" and his rune is the vulva-shaped Kaunaz. He was conceived after his father struck his mother with a lightning bolt, thus emerging as the son of Farbauti and Laufey. His son Narfi was killed and his intestines were used to bind this figure, who had a snake placed above his head dropping venom on him, only to be caught by his faithful wife Sigyn. FTP, name this god who guided the blind Hoder into killing Balder with mistletoe, the main trickster god of Norse mythology.","Loki"
"One of this god's lesser known epithets is Smintheus, sometimes translated as ""the mouse god."" One of his exploits includes killing a dragon on the island where he was born in order to build a temple to himself there. In another episode, he gives some cattle, a wand, and the Thriai to Hermes in a gift exchange after Zeus governed their dispute. With his sister, he punished Niobe by killing all of her children because Niobe insulted his mother, Leto. For ten points, name this god, child of Zeus and Leto, twin brother of Artemis, and the Greek god of archery, music, sickness, health, and prophecy.","Apollo"
"The city of Mendes worshipped his soul as if it were a separate deity. One of the first appearances of his name is found on the Palermo Stone, and he is usually depicted as green-skinned to indicate rebirth. After his murder by his brother, his wife revived him briefly and at that time conceived their child, Horus. For ten points, name this husband and brother of Isis, the Egyptian god of the afterlife.","Osiris"
